2026-05-03T00:25:00Z	pr_backlog	pass	PR-Backlog: created mission/kpi/acceptance/tasks/depends_on/provides/files for b.user-docs-generator; status: idea; closes the end-user tutorial gap (Atlas writes UI → Atlas writes its own user manual); 3-4 PR breakdown
2026-06-09T18:06:03.845Z	transition	pass	review->done	actor=operator-audit	note=R-7.98: stale status_reason — introspect selftest green (7 groups), verifier 8/8 pass; walking gates honestly
2026-06-09T18:12:31.006Z	acceptance_verifier	pass	verdict=pass pass=8 fail=0 skipped=0
2026-06-09T18:14:25.112Z	acceptance_verifier	pass	verdict=pass pass=8 fail=0 skipped=0
2026-06-09T18:15:44.809Z	acceptance_verifier	pass	verdict=pass pass=8 fail=0 skipped=0
2026-06-09T19:37:23.308Z	acceptance_verifier	pass	verdict=pass pass=8 fail=0 skipped=0
2026-06-09T19:38:21.101Z	acceptance_verifier	pass	verdict=pass pass=8 fail=0 skipped=0
2026-06-09T19:52:10.080Z	acceptance_verifier	pass	verdict=pass pass=8 fail=0 skipped=0
2026-06-09T19:53:05.018Z	acceptance_verifier	pass	verdict=pass pass=8 fail=0 skipped=0
2026-06-09T19:56:28.885Z	acceptance_verifier	pass	verdict=pass pass=8 fail=0 skipped=0
2026-06-09T20:03:06.669Z	acceptance_verifier	fail	verdict=fail pass=6 fail=2 skipped=0 fails=[A2:node tests/user_docs.smoke.mjs → exit null; timed out after ; A4:node tests/user_docs_drift.selftest.mjs → exit null; timed o]
2026-06-09T20:03:30.278Z	acceptance_verifier	pass	verdict=pass pass=8 fail=0 skipped=0
2026-06-09T20:08:29.380Z	acceptance_verifier	fail	verdict=fail pass=5 fail=3 skipped=0 fails=[A2:node tests/user_docs.smoke.mjs → exit null; timed out after ; A3:node tests/screenshots_integration.selftest.mjs → exit null;]
2026-06-09T20:17:03.840Z	acceptance_verifier	fail	verdict=fail pass=5 fail=3 skipped=0 fails=[A2:node tests/user_docs.smoke.mjs → exit null; timed out after ; A3:node tests/screenshots_integration.selftest.mjs → exit null;]
2026-06-09T20:18:31.743Z	acceptance_verifier	pass	verdict=pass pass=8 fail=0 skipped=0
2026-06-09T20:18:59.224Z	acceptance_verifier	pass	verdict=pass pass=8 fail=0 skipped=0
2026-06-19T18:21:19.098Z	acceptance_verifier	pass	verdict=pass pass=8 fail=0 skipped=0
2026-06-19T18:23:29.619Z	acceptance_verifier	pass	verdict=pass pass=8 fail=0 skipped=0
2026-06-19T18:32:10.178Z	acceptance_verifier	pass	verdict=pass pass=8 fail=0 skipped=0
2026-06-19T18:40:42.440Z	acceptance_verifier	pass	verdict=pass pass=8 fail=0 skipped=0
2026-06-19T18:44:44.560Z	acceptance_verifier	pass	verdict=pass pass=8 fail=0 skipped=0
2026-06-19T19:00:52.152Z	acceptance_verifier	pass	verdict=pass pass=8 fail=0 skipped=0
2026-06-19T19:01:44.662Z	acceptance_verifier	pass	verdict=pass pass=8 fail=0 skipped=0
2026-06-19T19:33:39.105Z	acceptance_verifier	pass	verdict=pass pass=8 fail=0 skipped=0
2026-06-19T19:34:23.105Z	acceptance_verifier	pass	verdict=pass pass=8 fail=0 skipped=0
2026-06-19T21:19:01.063Z	acceptance_verifier	pass	verdict=pass pass=8 fail=0 skipped=0
2026-06-19T21:20:12.419Z	acceptance_verifier	pass	verdict=pass pass=8 fail=0 skipped=0
2026-06-20T08:06:02.586Z	acceptance_verifier	pass	verdict=pass pass=8 fail=0 skipped=0
2026-06-20T08:07:36.779Z	acceptance_verifier	pass	verdict=pass pass=8 fail=0 skipped=0
2026-06-20T08:07:55.419Z	acceptance_verifier	pass	verdict=pass pass=8 fail=0 skipped=0
2026-06-20T08:16:28.320Z	acceptance_verifier	pass	verdict=pass pass=8 fail=0 skipped=0
